step,rewards/train/mean
2013,-0.125
2014,0.9375
2015,0.25
2016,0.5
2017,0.5
2018,0.40625
2019,0.125
2020,-0.25
2021,0.65625
2022,0.5
2023,1.1875
2024,0.0625
2025,1.5625
2026,0.125
2027,1.1875
2028,0.875
2029,0.25
2030,0.3125
2031,1.625
2032,-0.375
2033,0.875
2034,2.25
2035,2.25
2036,-0.375
2037,0.875
2038,0.6875
2039,0.9375
2040,0.125
2041,-0.375
2042,0.875
2043,-0.125
2044,0.25
2045,0.25
2046,-0.375
2047,0.875
2048,0.875
2049,0.5
2050,-0.125
2051,0.5
2052,1.625
2053,0.6875
2054,-0.125
2055,0.875
2056,0.125
2057,1.5625
2058,-0.0625
2059,0.0625
2060,0.875
2061,0.6875
2062,1.5625
2063,0.65625
2064,-0.3125
2065,-0.125
2066,0.375
2067,0.9375
2068,1.1875
2069,0.875
2070,0.25
2071,0.9375
2072,-0.0625
2073,0.0625
2074,0.9375
2075,1.5625
2076,0.3125
2077,0.5
2078,0.40625
2079,0.5625
2080,0.5
2081,0.3125
2082,0.9375
2083,0.6875
2084,-0.375
2085,0.25
2086,-0.25
2087,2.25
2088,0.3125
2089,0.25
2090,0.5
2091,-0.125
2092,1.5625
2093,2.25
2094,-0.375
2095,2.25
2096,1.25
2097,0.5
2098,1.1875
2099,1.0625
2100,0.6875
2101,0.875
2102,-0.25
2103,2.25
2104,2.25
2105,0.25
2106,0.5
2107,2.25
2108,0.25
2109,0.9375
2110,-0.25
2111,0.25
2112,0.5
2113,1.5625
2114,0.25
2115,0.25
2116,1.5625
2117,-0.375
2118,1.375
2119,2.25
2120,0.875
2121,1.625
2122,0.875
2123,2.25
2124,-0.25
2125,0.9375
2126,0.375
2127,-0.375
2128,-0.125
2129,-0.1875
2130,0.25
2131,0.0
2132,0.25
2133,0.25
2134,0.875
2135,0.25
2136,2.25
2137,0.875
2138,0.9375
2139,0.9375
2140,1.25
2141,0.0625
2142,1.5625
2143,-0.375
2144,-0.625
2145,0.875
2146,1.1875
2147,1.375
2148,0.25
2149,0.9375
2150,2.25
2151,0.875
2152,-0.125
2153,0.9375
2154,0.25
2155,-0.125
2156,-0.625
2157,0.875
2158,1.0625
2159,-0.375
2160,2.25
2161,1.5625
2162,-0.125
2163,0.0
2164,0.0
2165,-0.0625
2166,0.9375
2167,0.5625
2168,0.875
2169,1.0625
2170,0.3125
2171,0.125
2172,1.5625
2173,2.25
2174,-0.25
2175,-0.1875
2176,2.25
2177,0.25
2178,0.5
2179,-0.375
2180,1.5625
2181,2.25
2182,1.5625
2183,-0.125
2184,-0.5
2185,2.25
2186,0.8125
2187,1.03125
2188,1.25
2189,2.25
2190,1.375
2191,-0.25
2192,0.9375
2193,1.5625
2194,0.25
2195,0.25
2196,-0.375
2197,0.5
2198,1.0625
2199,0.25
2200,0.5
2201,0.9375
2202,0.25
2203,2.25
2204,2.25
2205,-0.375
2206,2.25
2207,0.5
2208,0.375
2209,0.5
2210,0.875
2211,0.9375
2212,2.25
2213,0.9375
2214,1.1875
2215,0.5
2216,0.9375
2217,-0.625
2218,1.0625
2219,2.25
2220,1.5625
2221,0.0625
2222,0.5
2223,0.875
2224,0.9375
2225,1.5625
2226,1.5625
2227,2.25
2228,0.875
2229,0.125
2230,0.375
2231,0.25
2232,0.25
2233,0.5
2234,1.03125
2235,2.25
2236,-0.625
2237,1.0625
2238,-0.625
2239,0.5625
2240,-0.625
2241,0.875
2242,0.875
2243,0.25
2244,1.5625
2245,0.65625
2246,0.9375
2247,-0.375
2248,-0.125
2249,-0.375
2250,-0.375
2251,0.9375
2252,1.5625
2253,-0.375
2254,0.875
2255,1.5625
2256,-0.125
2257,0.25
2258,1.1875
2259,0.9375
2260,0.25
2261,0.9375
2262,-0.125
2263,1.25
2264,0.125
2265,1.25
2266,1.03125
2267,0.25
2268,-0.625
2269,0.875
2270,0.9375
2271,1.0625
2272,2.25
2273,-0.375
2274,0.3125
2275,0.25
2276,0.25
2277,0.9375
2278,2.25
2279,0.3125
2280,0.5625
2281,0.875
2282,0.875
2283,1.03125
2284,0.25
2285,-0.375
2286,1.0
2287,0.40625
2288,1.5625
2289,0.9375
2290,0.25
2291,0.9375
2292,0.875
2293,1.625
2294,1.375
2295,0.375
2296,0.875
2297,-0.125
2298,-0.125
2299,0.4375
2300,0.9375
2301,1.5625
2302,2.25
2303,2.25
2304,0.875
2305,1.5625
2306,1.5625
2307,0.875
2308,1.0625
2309,2.25
2310,1.5625
2311,0.25
2312,1.0625
2313,0.25
2314,2.25
2315,0.5
2316,2.25
2317,0.875
2318,1.5625
2319,1.5625
2320,0.25
2321,0.25
2322,2.25
2323,0.25
2324,2.25
2325,-0.5
2326,0.125
2327,-0.625
2328,0.875
2329,-0.5
2330,0.875
2331,1.625
2332,1.5625
2333,-0.375
2334,1.0625
2335,1.5625
2336,1.75
2337,0.25
2338,0.875
2339,0.9375
2340,0.25
2341,0.875
2342,2.25
2343,1.5625
2344,2.25
2345,0.125
2346,2.0625
2347,1.5625
2348,0.875
2349,1.1875
2350,-0.125
2351,2.25
2352,0.875
2353,0.25
2354,0.25
2355,0.3125
2356,0.25
2357,1.0625
2358,0.6875
2359,1.71875
2360,-0.625
2361,0.6875
2362,0.375
2363,0.875
2364,-0.625
2365,1.5625
2366,-0.625
2367,0.875
2368,-0.125
2369,0.25
2370,1.75
2371,0.625
2372,-0.125
2373,0.25
2374,0.25
2375,1.5625
2376,0.3125
2377,0.125
2378,-0.625
2379,2.25
2380,2.25
2381,0.9375
2382,0.9375
2383,0.25
2384,0.0625
2385,0.5
2386,1.375
2387,0.875
2388,0.5
2389,0.875
2390,0.5
2391,-0.125
2392,-0.625
2393,1.21875
2394,0.875
2395,1.1875
2396,-0.625
2397,0.875
2398,1.0625
2399,1.25
2400,-0.625
2401,-0.625
2402,-0.375
2403,1.71875
2404,-0.375
2405,-0.625
2406,-0.375
2407,0.625
2408,0.9375
2409,-0.125
2410,1.0625
2411,0.5
2412,0.25
2413,-0.375
2414,-0.625
2415,2.25
2416,2.25
2417,0.875
2418,1.1875
2419,-0.625
2420,-0.375
2421,1.5625
2422,1.0625
2423,1.0625
2424,0.3125
2425,0.625
2426,1.25
2427,-0.625
2428,-0.625
2429,-0.375
2430,-0.625
2431,-0.625
2432,0.875
2433,1.03125
2434,-0.5
2435,0.875
2436,1.625
2437,0.875
2438,-0.375
2439,0.125
2440,2.25
2441,0.9375
2442,-0.625
2443,0.9375
2444,-0.625
2445,0.875
2446,1.5625
2447,1.5625
2448,0.25
2449,-0.25
2450,-0.5
2451,-0.0625
2452,0.5
2453,-0.625
2454,0.9375
2455,1.375
2456,-0.625
2457,-0.625
2458,0.40625
2459,-0.625
2460,1.5625
2461,-0.375
2462,0.875
2463,0.3125
2464,-0.625
2465,0.9375
2466,-0.3125
2467,-0.625
2468,0.5
2469,-0.375
2470,-0.625
2471,0.25
2472,0.25
2473,-0.625
2474,0.9375
2475,-0.25
2476,0.25
2477,-0.625
2478,-0.125
2479,0.875
2480,0.25
2481,-0.625
2482,2.25
2483,1.5625
2484,-0.625
2485,-0.625
2486,0.25
2487,-0.625
2488,-0.625
2489,0.9375
2490,0.9375
2491,-0.5
2492,1.75
2493,0.125
2494,-0.375
2495,-0.125
2496,-0.625
2497,-0.25
2498,-0.375
2499,-0.625
2500,0.5625
2501,-0.625
2502,-0.625
2503,-0.625
2504,0.875
2505,-0.625
2506,-0.5
2507,-0.625
2508,0.5
2509,0.875
2510,0.53125
2511,0.9375
2512,-0.375
2513,-0.625
2514,0.3125
2515,-0.25
2516,-0.625
2517,0.1875
2518,-0.625
2519,0.125
2520,1.5625
2521,-0.1875
2522,-0.625
2523,1.71875
2524,-0.125
2525,0.3125
2526,-0.625
2527,1.375
2528,0.3125
2529,-0.625
2530,1.0625
2531,-0.625
2532,0.25
2533,0.3125
2534,-0.625
2535,-0.625
2536,-0.125
2537,-0.125
2538,-0.625
2539,-0.625
2540,-0.375
2541,-0.625
2542,-0.1875
2543,0.875
2544,2.0625
2545,-0.5
2546,0.5625
2547,0.25
2548,-0.625
2549,1.375
2550,-0.625
2551,-0.375
2552,-0.375
2553,0.0
2554,0.5
2555,-0.625
2556,-0.625
2557,0.6875
2558,-0.625
2559,-0.5
2560,-0.125
2561,0.5
2562,2.25
2563,1.375
2564,0.125
2565,-0.5
2566,-0.625
2567,1.1875
2568,0.9375
2569,0.9375
2570,1.1875
2571,0.125
2572,2.25
2573,-0.625
2574,-0.625
2575,0.4375
2576,-0.625
2577,-0.1875
2578,2.25
2579,1.1875
2580,-0.5
2581,0.3125
2582,0.875
2583,0.5
2584,0.0625
2585,2.25
2586,-0.625
2587,1.0625
2588,-0.625
2589,-0.625
2590,-0.625
2591,-0.625
2592,0.25
2593,1.1875
2594,0.1875
2595,-0.25
2596,0.6875
2597,-0.625
2598,-0.375
2599,-0.625
2600,-0.625
2601,1.5625
2602,-0.625
2603,1.03125
2604,-0.625
2605,0.9375
2606,0.25
2607,-0.5
2608,-0.125
2609,0.25
2610,0.5
2611,-0.625
2612,0.625
2613,0.9375
2614,1.0625
2615,2.25
2616,-0.125
2617,0.875
2618,0.6875
2619,-0.625
2620,-0.625
2621,-0.625
2622,-0.625
2623,-0.625
2624,-0.625
2625,1.1875
2626,-0.625
2627,-0.625
2628,-0.375
2629,0.125
2630,0.8125
2631,-0.625
2632,-0.625
2633,-0.625
2634,0.875
2635,-0.625
2636,-0.625
2637,0.3125
2638,-0.375
2639,0.375
2640,-0.625
2641,-0.625
2642,-0.625
2643,-0.625
2644,-0.625
2645,-0.375
2646,-0.375
2647,-0.625
2648,2.25
2649,-0.625
2650,-0.625
2651,-0.625
2652,-0.625
2653,-0.25
2654,-0.5
2655,1.5625
2656,-0.625
2657,-0.625
2658,-0.625
2659,-0.625
2660,-0.5
2661,-0.625
2662,-0.625
2663,-0.625
2664,-0.625
2665,-0.125
2666,0.5
2667,0.25
2668,-0.125
2669,-0.625
2670,-0.625
2671,-0.5
2672,-0.375
2673,-0.625
2674,-0.625
2675,1.5625
2676,1.375
2677,0.25
2678,0.25
2679,-0.625
2680,-0.625
2681,0.9375
2682,0.125
2683,-0.625
2684,-0.125
2685,-0.625
2686,-0.625
2687,0.25
2688,-0.625
2689,-0.625
2690,-0.625
2691,-0.625
2692,-0.25
2693,-0.375
2694,0.5
2695,0.125
2696,0.5
2697,-0.625
2698,-0.625
2699,-0.625
2700,-0.625
2701,-0.625
2702,-0.625
2703,-0.625
2704,-0.375
2705,-0.625
2706,-0.625
2707,0.8125
2708,0.875
2709,-0.375
2710,-0.625
2711,-0.625
2712,0.0625
2713,1.5625
2714,-0.625
2715,0.5
2716,1.5625
2717,1.5625
2718,0.125
2719,-0.375
2720,-0.625
2721,-0.375
2722,-0.625
2723,0.5
2724,-0.625
2725,0.9375
2726,-0.625
2727,0.9375
2728,-0.625
2729,0.40625
2730,-0.5
2731,-0.125
2732,-0.625
2733,0.3125
2734,1.1875
2735,-0.125
2736,2.25
2737,-0.625
2738,-0.625
2739,0.125
2740,0.9375
2741,1.5625
2742,-0.625
2743,-0.625
2744,-0.625
2745,1.25
2746,-0.625
2747,-0.625
2748,0.4375
2749,-0.625
2750,0.5
2751,-0.625
2752,-0.125
2753,-0.625
2754,1.25
2755,-0.625
2756,-0.375
2757,0.25
2758,0.25
2759,-0.625
2760,0.3125
2761,-0.625
2762,0.9375
2763,-0.625
2764,-0.625
2765,0.125
2766,-0.125
2767,-0.625
2768,-0.625
2769,-0.625
2770,-0.625
2771,0.25
2772,-0.625
2773,-0.625
2774,-0.625
2775,0.0625
2776,0.40625
2777,1.1875
2778,1.5625
2779,0.25
2780,-0.625
2781,0.9375
2782,1.1875
2783,0.9375
2784,-0.625
2785,-0.125
2786,-0.625
2787,-0.625
2788,0.1875
2789,-0.625
2790,-0.625
2791,-0.625
2792,-0.625
2793,-0.625
2794,-0.625
2795,-0.625
2796,-0.625
2797,-0.625
2798,-0.375
2799,-0.375
2800,-0.625
2801,-0.625
2802,-0.625
2803,-0.625
2804,0.9375
2805,-0.5
2806,-0.625
2807,-0.625
2808,-0.625
2809,0.25
2810,-0.625
2811,-0.625
2812,-0.625
2813,-0.625
2814,0.9375
2815,-0.625
2816,-0.625
2817,-0.625
2818,-0.625
2819,-0.625
2820,-0.625
2821,-0.625
2822,-0.625
2823,1.375
2824,-0.625
2825,-0.625
2826,-0.625
2827,-0.625
2828,0.5
2829,-0.625
2830,-0.625
2831,-0.625
2832,-0.625
2833,-0.625
2834,-0.375
2835,0.875
2836,0.25
2837,0.875
2838,-0.125
2839,-0.125
2840,-0.625
2841,0.8125
2842,0.9375
2843,0.9375
2844,-0.625
2845,0.5
2846,-0.125
2847,-0.625
2848,0.8125
2849,0.8125
2850,-0.625
2851,-0.625
2852,0.875
2853,-0.625
2854,-0.625
2855,-0.625
2856,-0.625
2857,-0.625
2858,-0.625
2859,-0.625
2860,-0.625
2861,-0.625
2862,-0.625
2863,-0.625
2864,-0.625
2865,-0.625
2866,-0.625
2867,-0.375
2868,-0.625
2869,0.8125
2870,-0.625
2871,-0.625
2872,-0.625
2873,-0.375
2874,-0.625
2875,-0.625
2876,1.5625
2877,-0.625
2878,0.125
2879,-0.625
2880,-0.125
2881,-0.0625
2882,-0.625
2883,-0.0625
2884,-0.625
2885,-0.25
2886,-0.625
2887,-0.625
2888,-0.625
2889,-0.625
2890,0.5
2891,1.1875
2892,-0.625
2893,-0.625
2894,-0.375
2895,-0.625
2896,-0.625
2897,0.125
2898,-0.625
2899,-0.625
2900,-0.625
2901,0.3125
2902,-0.625
2903,-0.125
2904,-0.625
2905,-0.625
2906,0.8125
2907,-0.625
2908,-0.625
2909,0.9375
2910,-0.625
2911,-0.625
2912,-0.625
2913,-0.625
2914,-0.625
2915,-0.625
2916,2.25
2917,-0.625
2918,-0.625
2919,0.9375
2920,-0.625
2921,2.25
2922,-0.625
2923,-0.625
2924,-0.625
2925,-0.375
2926,-0.375
2927,-0.625
2928,-0.625
2929,-0.625
2930,-0.625
2931,-0.625
2932,-0.625
2933,-0.375
2934,-0.625
2935,-0.625
2936,-0.625
2937,-0.5
2938,-0.625
2939,-0.625
2940,-0.625
2941,-0.625
2942,-0.625
2943,-0.625
2944,-0.625
2945,-0.625
2946,-0.3125
2947,-0.625
2948,-0.625
2949,0.5
2950,-0.625
2951,0.5
2952,-0.25
2953,-0.625
2954,-0.125
2955,-0.625
2956,-0.625
2957,-0.625
2958,-0.625
2959,-0.625
2960,-0.625
2961,-0.625
2962,-0.625
2963,-0.625
2964,-0.625
2965,0.25
2966,0.9375
2967,-0.625
2968,1.75
2969,0.0625
2970,-0.375
2971,-0.625
2972,-0.625
2973,-0.375
2974,-0.625
2975,-0.625
2976,-0.625
2977,-0.625
2978,-0.625
2979,0.25
2980,0.9375
2981,-0.5
2982,-0.375
2983,-0.625
2984,-0.625
2985,0.875
2986,-0.625
2987,-0.625
2988,-0.625
2989,0.25
2990,-0.625
2991,0.125
2992,0.125
2993,-0.625
2994,0.25
2995,-0.625
2996,0.9375
2997,-0.625
2998,-0.625
2999,-0.625
3000,-0.0625
3001,-0.5
3002,-0.625
3003,0.8125
3004,-0.625
3005,1.71875
3006,0.28125
3007,-0.625
3008,-0.625
3009,-0.625
3010,-0.625
3011,-0.625
3012,-0.625
3013,-0.625
3014,1.25
3015,-0.625
3016,-0.625
3017,0.9375
3018,-0.625
3019,-0.625
3020,-0.5
3021,-0.625
3022,-0.125
3023,1.625
3024,-0.625
3025,-0.625
3026,-0.625
3027,-0.625
3028,-0.375
3029,-0.625
3030,-0.625
3031,-0.625
3032,-0.625
3033,-0.625
3034,-0.125
3035,-0.625
3036,-0.625
3037,-0.625
3038,0.25
3039,-0.625
3040,-0.125
3041,-0.1875
3042,-0.375
3043,-0.625
3044,0.9375
3045,0.5
3046,0.25
3047,0.8125
3048,-0.625
3049,-0.625
3050,-0.625
3051,0.125
3052,-0.625
3053,-0.625
3054,1.5625
3055,-0.625
3056,-0.625
3057,-0.625
3058,0.5
3059,-0.625
3060,-0.625
3061,-0.625
3062,-0.625
3063,-0.625
3064,-0.625
3065,-0.625
3066,-0.625
3067,-0.125
3068,-0.625
3069,-0.375
3070,-0.625
3071,-0.375
3072,-0.625
3073,2.25
3074,-0.625
3075,-0.625
3076,-0.625
3077,-0.625
3078,-0.625
3079,-0.625
3080,-0.625
3081,-0.625
3082,-0.5
3083,-0.625
3084,-0.625
3085,-0.125
3086,-0.625
3087,0.25
3088,-0.5
3089,0.0625
3090,-0.375
3091,-0.125
3092,-0.625
3093,0.8125
3094,-0.625
3095,-0.625
3096,-0.625
3097,-0.625
3098,-0.625
3099,-0.625
3100,-0.5
3101,-0.625
3102,-0.625
3103,-0.625
3104,-0.625
3105,-0.5
3106,-0.625
3107,-0.625
3108,-0.125
3109,0.25
3110,-0.625
3111,-0.625
3112,-0.625
3113,-0.625
3114,-0.625
3115,-0.625
3116,-0.625
3117,0.125
3118,-0.625
3119,-0.625
3120,-0.625
3121,-0.625
3122,-0.625
3123,-0.375
3124,0.875
3125,-0.375
3126,-0.625
3127,-0.625
3128,-0.625
3129,-0.375
3130,-0.625
3131,0.5
3132,-0.625
3133,-0.625
3134,-0.625
3135,-0.625
3136,-0.625
3137,-0.625
3138,-0.625
3139,-0.625
3140,-0.625
3141,-0.375
3142,-0.625
3143,-0.625
3144,-0.625
3145,-0.625
3146,-0.625
3147,-0.625
3148,-0.5
3149,-0.625
3150,-0.625
3151,-0.625
3152,-0.625
3153,-0.625
3154,-0.625
3155,-0.625
3156,-0.625
3157,0.9375
3158,-0.625
3159,-0.625
3160,-0.625
3161,-0.375
3162,-0.375
3163,-0.625
3164,-0.625
3165,-0.625
3166,-0.375
3167,-0.625
3168,-0.625
3169,0.3125
3170,-0.625
3171,0.125
3172,-0.625
3173,-0.625
3174,-0.5
3175,-0.625
3176,2.25
3177,1.1875
3178,-0.625
3179,1.1875
3180,0.5625
3181,-0.5
3182,-0.625
3183,-0.625
3184,2.25
3185,-0.625
3186,-0.625
3187,0.25
3188,-0.625
3189,0.5
3190,-0.375
3191,-0.375
3192,-0.625
3193,0.9375
3194,-0.0625
3195,-0.625
3196,-0.625
3197,-0.625
3198,0.3125
3199,-0.625
3200,2.25
3201,-0.625
3202,-0.375
3203,-0.625
3204,-0.625
3205,0.25
3206,-0.625
3207,0.25
3208,0.9375
3209,1.5625
3210,-0.625
3211,-0.625
3212,-0.625
3213,-0.625
3214,-0.625
3215,-0.625
3216,-0.625
3217,-0.625
3218,0.125
3219,-0.625
3220,-0.375
3221,0.5
3222,0.25
3223,-0.625
3224,-0.625
3225,1.0625
3226,0.28125
3227,0.375
3228,-0.5
3229,-0.625
3230,-0.625
3231,0.9375
3232,-0.625
3233,-0.375
3234,-0.625
3235,2.25
3236,-0.625
3237,-0.625
3238,-0.625
3239,-0.625
3240,0.5
3241,0.25
3242,-0.625
3243,-0.625
3244,-0.625
3245,0.5
3246,-0.625
3247,-0.625
3248,-0.625
3249,-0.625
3250,-0.625
3251,-0.625
3252,1.375
3253,0.9375
3254,1.5625
3255,-0.625
3256,-0.625
3257,-0.625
3258,-0.625
3259,-0.625
3260,-0.625
3261,2.25
3262,0.3125
3263,0.8125
3264,-0.625
3265,-0.5
3266,-0.625
3267,-0.625
3268,-0.625
3269,-0.1875
3270,-0.5
3271,-0.625
3272,0.40625
3273,0.875
3274,-0.625
3275,0.125
3276,-0.125
3277,-0.625
3278,-0.625
3279,-0.625
3280,1.5625
3281,-0.625
3282,-0.625
3283,-0.625
3284,0.25
3285,0.9375
3286,-0.625
3287,2.125
3288,-0.625
3289,-0.625
3290,-0.0625
3291,-0.625
3292,-0.625
3293,-0.625
3294,-0.625
3295,-0.125
3296,0.25
3297,-0.375
3298,0.8125
3299,-0.625
3300,0.25
3301,-0.625
3302,-0.625
3303,-0.25
3304,-0.625
3305,-0.625
3306,-0.625
3307,-0.625
3308,-0.625
3309,0.0625
3310,0.0
3311,-0.625
3312,-0.625
3313,0.3125
3314,-0.625
3315,-0.625
3316,-0.625
3317,2.0625
3318,-0.5
3319,-0.625
3320,-0.625
3321,-0.625
3322,1.375
3323,-0.625
3324,-0.625
3325,-0.625
3326,-0.625
3327,-0.625
3328,-0.625
3329,-0.625
3330,1.375
3331,-0.625
3332,-0.5
3333,-0.625
3334,-0.625
3335,-0.375
3336,-0.625
3337,0.5625
3338,-0.375
3339,0.5
3340,-0.625
3341,-0.125
3342,-0.625
3343,0.9375
3344,-0.625
3345,-0.625
3346,-0.625
3347,-0.625
3348,-0.375
3349,-0.625
3350,-0.625
3351,-0.375
3352,-0.125
3353,2.25
3354,-0.625
3355,0.6875
3356,-0.625
3357,-0.625
3358,1.5625
3359,-0.625
3360,2.25
3361,-0.375
3362,-0.625
3363,1.5625
